plate,specimen,tube,tube.no,.no,ch,n,min,median,max,geo.mean,arith.mean,sd,se
2,Specimen_001,A4,A04,4,percp.cy5.5,6328,1.187520737,1.929418926,2.62838893,1.918257216,2.030620708,0.323548202,0.004067296
2,Specimen_001,A4,A04,4,ssc,6328,1.937517884,2.839980497,3.674254716,2.834736647,2.997960355,0.389354418,0.00489454
2,Specimen_001,A5,A05,5,alexa.fluor.488,6756,1.812913357,2.544811919,3.211067132,2.547100863,2.649716705,0.304523647,0.003704898
2,Specimen_001,A5,A05,5,apc,6756,0.894316071,1.646599749,2.369809344,1.627810318,1.750347048,0.337342923,0.004104184
2,Specimen_001,A5,A05,5,buv.496,6756,1.347330015,2.063521,2.775865225,2.056347494,2.163655037,0.312317953,0.003799725
2,Specimen_001,A5,A05,5,fsc,6756,2.248512735,3.069845664,3.860285296,3.064238096,3.203649832,0.357496898,0.004349381
2,Specimen_001,A5,A05,5,pe,6756,0.941511445,1.889525802,2.789510221,1.882510432,2.10109357,0.457792262,0.005569595
2,Specimen_001,A5,A05,5,percp.cy5.5,6756,1.25042003,1.983175093,2.682145076,1.97221573,2.07985142,0.315981107,0.003844291
2,Specimen_001,A5,A05,5,ssc,6756,1.960946203,2.759969876,3.550595207,2.765840392,2.901619611,0.34961604,0.004253501
2,Specimen_001,A6,A06,6,alexa.fluor.488,8746,1.86332286,2.540829806,3.156003692,2.537107434,2.625076821,0.281682923,0.003012006
2,Specimen_001,A6,A06,6,apc,8746,0.894316071,1.689131207,2.460957961,1.672660138,1.808656951,0.355300735,0.003799193
2,Specimen_001,A6,A06,6,buv.496,8746,1.31281185,1.951337526,2.552850684,1.944489331,2.025522741,0.270981626,0.002897578
2,Specimen_001,A6,A06,6,fsc,8746,2.198876932,3.04109252,3.85782684,3.036692458,3.18492738,0.368693975,0.003942406
2,Specimen_001,A6,A06,6,pe,8746,0.98227125,1.864748323,2.710591188,1.860590656,2.052983223,0.4227546,0.00452047
2,Specimen_001,A6,A06,6,percp.cy5.5,8746,1.25042003,1.945468608,2.610873013,1.933115669,2.028439753,0.296724345,0.003172842
2,Specimen_001,A6,A06,6,ssc,8746,1.929418926,2.762378457,3.551376814,2.77273736,2.913173693,0.355974592,0.003806399
2,Specimen_001,A7,A07,7,alexa.fluor.488,3428,1.485721432,2.347525172,3.159867847,2.347469385,2.501300913,0.376471401,0.006430009
2,Specimen_001,A7,A07,7,apc,3428,0.850033253,1.631443761,2.380934452,1.611783417,1.748741396,0.355712228,0.006075449
2,Specimen_001,A7,A07,7,buv.496,3428,1.049218052,1.859738575,2.706248262,1.863813186,2.011743309,0.367684525,0.006279932
2,Specimen_001,A7,A07,7,fsc,3428,2.206069927,3.053431827,3.918170918,3.057578738,3.22497345,0.390818319,0.00667505
2,Specimen_001,A7,A07,7,pe,3428,1.019531686,1.626134966,2.263209866,1.604260893,1.697568178,0.289240273,0.00494013
2,Specimen_001,A7,A07,7,percp.cy5.5,3428,1.568201724,2.509740007,3.387283046,2.497905212,2.674193811,0.407817259,0.006965386
2,Specimen_001,A7,A07,7,ssc,3428,1.95712819,2.791409941,3.645048753,2.802716122,2.966397292,0.383208418,0.006545075
2,Specimen_001,A8,A08,8,alexa.fluor.488,12403,1.749736321,2.497758727,3.231928123,2.504578953,2.623001569,0.327050018,0.002936641
2,Specimen_001,A8,A08,8,apc,12403,0.800717057,1.623662717,2.464370312,1.624658237,1.791296676,0.3921524,0.003521207
2,Specimen_001,A8,A08,8,buv.496,12403,1.188928505,1.916980079,2.630275292,1.915024603,2.027661341,0.319245432,0.002866562
2,Specimen_001,A8,A08,8,fsc,12403,2.216640879,3.09704202,3.987997664,3.095675427,3.266999617,0.395001458,0.003546789
2,Specimen_001,A8,A08,8,pe,12403,0.896526224,1.492760394,2.122478021,1.478229375,1.567548233,0.286224172,0.002570058
2,Specimen_001,A8,A08,8,percp.cy5.5,12403,1.51851394,2.347525172,3.161547666,2.342494206,2.484117959,0.36052839,0.003237249
2,Specimen_001,A8,A08,8,ssc,12403,1.949390007,2.823343783,3.703824261,2.837211792,3.004782873,0.388294144,0.003486563
2,Specimen_001,A9,A09,9,alexa.fluor.488,6064,1.833784404,2.63326643,3.35979756,2.637304813,2.760354945,0.335013865,0.004302127
2,Specimen_001,A9,A09,9,apc,6064,0.850033253,1.702430517,2.519618007,1.693548212,1.858319981,0.391580296,0.005028532
2,Specimen_001,A9,A09,9,buv.496,6064,1.554489188,2.398026864,3.219938025,2.390833491,2.536147463,0.366683711,0.004708819
2,Specimen_001,A9,A09,9,fsc,6064,2.185995213,3.100239507,3.961542611,3.081321501,3.252367627,0.399393129,0.005128862
2,Specimen_001,A9,A09,9,pe,6064,1.019531686,1.559427825,2.130848195,1.5415951,1.614293226,0.256407928,0.003292698
2,Specimen_001,A9,A09,9,percp.cy5.5,6064,1.25042003,2.049992875,2.795880017,2.037531875,2.162799598,0.341589479,0.004386568
2,Specimen_001,A9,A09,9,ssc,6064,1.899820511,2.800304594,3.672707299,2.805117905,2.97732671,0.397127863,0.005099772
2,Specimen_002,B1,B01,13,alexa.fluor.488,13886,1.25042003,2.234010841,3.095727114,2.227877036,2.377223181,0.373004497,0.003165377
2,Specimen_002,B1,B01,13,apc,13886,1.209515009,2.037107625,2.785158938,2.021393292,2.136465588,0.327427405,0.002778603
2,Specimen_002,B1,B01,13,buv.496,13886,2.187520721,2.783832161,3.447561133,2.810324539,2.909797013,0.291236862,0.002471484
2,Specimen_002,B1,B01,13,fsc,13886,2.014100334,3.082828437,4.019669521,3.06236381,3.217940264,0.386459704,0.00327956
2,Specimen_002,B1,B01,13,pe,13886,1.317645558,2.128076023,2.837133725,2.121092383,2.236565336,0.325018555,0.002758161
2,Specimen_002,B1,B01,13,percp.cy5.5,13886,1.697229336,2.93257523,3.970393372,2.904801076,3.104130774,0.443583992,0.003764326
2,Specimen_002,B1,B01,13,ssc,13886,1.802089268,2.818093861,3.740883538,2.825110509,2.984471157,0.379997294,0.003224719
2,Specimen_002,B10,B10,22,alexa.fluor.488,3714,0.698970004,1.743509777,2.905364075,1.790920504,2.088406536,0.519069479,0.008517351
2,Specimen_002,B10,B10,22,apc,3714,0.800717057,1.899163635,3.076800568,1.870966786,2.112502197,0.487451317,0.007998532
2,Specimen_002,B10,B10,22,buv.496,3714,2.177824989,2.751048044,3.463721341,2.780503798,2.87883856,0.285921203,0.004691648
2,Specimen_002,B10,B10,22,fsc,3714,0.981365506,2.54546777,4.024951744,2.497917384,2.932435536,0.681073976,0.011175664
2,Specimen_002,B10,B10,22,pe,3714,0.98227125,1.884682106,2.818819524,1.920505555,2.122443888,0.425580125,0.006983295
2,Specimen_002,B10,B10,22,percp.cy5.5,3714,0.531478929,2.270911654,3.882376517,2.26514073,2.813802379,0.776827023,0.012746865
2,Specimen_002,B10,B10,22,ssc,3714,1.139879092,2.308350968,3.572709013,2.317305601,2.618333837,0.534976501,0.008778367
2,Specimen_002,B11,B11,23,alexa.fluor.488,7771,0.913813868,2.094121612,3.182357594,2.088536394,2.333236573,0.486447437,0.0055182
2,Specimen_002,B11,B11,23,apc,7771,1.005180508,2.021685332,2.974695855,1.993496358,2.166500024,0.40852119,0.004634215
2,Specimen_002,B11,B11,23,buv.496,7771,2.189911227,2.783832161,3.464355408,2.815841037,2.920678051,0.297722639,0.003377329
2,Specimen_002,B11,B11,23,fsc,7771,1.448087688,2.944867459,4.331420851,2.863995353,3.156809874,0.567607293,0.006438868
2,Specimen_002,B11,B11,23,pe,7771,1.169086364,2.090328617,2.932392594,2.080273339,2.246030092,0.391778588,0.004444288
2,Specimen_002,B11,B11,23,percp.cy5.5,7771,1.164352867,2.85841687,4.05120658,2.765624035,3.117826955,0.63598917,0.007214584
2,Specimen_002,B11,B11,23,ssc,7771,1.474216281,2.653791193,3.758381942,2.644989589,2.866857274,0.459269575,0.005209898
2,Specimen_002,B12,B12,24,alexa.fluor.488,9083,1.056904873,2.193681021,3.10099054,2.169045277,2.350732341,0.420846178,0.004415793
2,Specimen_002,B12,B12,24,apc,9083,1.119255884,2.049062886,2.885700366,2.023918361,2.155643698,0.353868965,0.003713025
2,Specimen_002,B12,B12,24,buv.496,9083,2.199343719,2.753659675,3.394828049,2.782946467,2.878397919,0.284682167,0.002987071
2,Specimen_002,B12,B12,24,fsc,9083,1.685920796,2.991128583,4.069097297,2.94980148,3.145975073,0.451806416,0.004740648
2,Specimen_002,B12,B12,24,pe,9083,1.21695722,2.105237621,2.84839853,2.091368161,2.221379565,0.348938977,0.003661296
2,Specimen_002,B12,B12,24,percp.cy5.5,9083,1.437750557,2.960851148,3.957214463,2.896315164,3.136545568,0.51295598,0.00538227
2,Specimen_002,B12,B12,24,ssc,9083,1.621176274,2.704665191,3.649743662,2.70635048,2.870363507,0.38956835,0.004087606
2,Specimen_002,B2,B02,14,alexa.fluor.488,13075,1.164352867,2.074084683,2.904931841,2.069142248,2.213083713,0.363951386,0.003182897
2,Specimen_002,B2,B02,14,apc,13075,1.143639238,1.927370355,2.657744057,1.90789698,2.022160571,0.326243643,0.002853128
2,Specimen_002,B2,B02,14,buv.496,13075,2.172894724,2.839069352,3.570910551,2.868343395,2.987055442,0.318570395,0.002786022
2,Specimen_002,B2,B02,14,fsc,13075,1.834547856,2.902155265,3.866410229,2.887147913,3.056852515,0.401598492,0.003512135
2,Specimen_002,B2,B02,14,pe,13075,1.280122884,2.014268474,2.674199553,2.001894953,2.10426064,0.304820002,0.00266577
2,Specimen_002,B2,B02,14,percp.cy5.5,13075,1.595496239,2.748343114,3.734783857,2.731891141,2.928719427,0.434515481,0.003800007
2,Specimen_002,B2,B02,14,ssc,13075,1.668385938,2.642068633,3.54922404,2.651198003,2.810808769,0.378819763,0.003312926
2,Specimen_002,B3,B03,15,alexa.fluor.488,11032,0.991226084,1.964730943,2.836197473,1.941150504,2.106429568,0.396546797,0.003775438
2,Specimen_002,B3,B03,15,apc,11032,0.934498446,1.780173235,2.592887024,1.76203967,1.899365865,0.358510738,0.003413305
2,Specimen_002,B3,B03,15,buv.496,11032,2.215373185,2.92556991,3.700283919,2.943942914,3.082747199,0.347387045,0.003307398
2,Specimen_002,B3,B03,15,fsc,11032,1.382017049,2.76428078,3.929308592,2.697646561,2.943508978,0.513497217,0.004888898
2,Specimen_002,B3,B03,15,pe,11032,1.169086364,1.874829573,2.542128008,1.859043469,1.961376113,0.30572329,0.002910726
2,Specimen_002,B3,B03,15,percp.cy5.5,11032,1.322219295,2.671913029,3.650598898,2.603233831,2.84314286,0.509171705,0.004847716
2,Specimen_002,B3,B03,15,ssc,11032,1.58658733,2.519302857,3.393364594,2.51495102,2.664070362,0.36977232,0.003520524
2,Specimen_002,B4,B04,16,alexa.fluor.488,10005,0.913813868,2.062205815,3.159867847,2.045373738,2.276070093,0.474062671,0.004739442
2,Specimen_002,B4,B04,16,apc,10005,0.934498446,1.886490725,2.835690571,1.863325555,2.031508047,0.399635624,0.003995358
2,Specimen_002,B4,B04,16,buv.496,10005,2.201670196,2.824938967,3.569022586,2.863469117,2.989122191,0.326378855,0.003262973
2,Specimen_002,B4,B04,16,fsc,10005,1.331629738,2.898187475,4.391561416,2.801811554,3.118751805,0.602834839,0.006026842
2,Specimen_002,B4,B04,16,pe,10005,1.11527759,1.956360565,2.769657906,1.958203428,2.111553665,0.374505489,0.003744119
2,Specimen_002,B4,B04,16,percp.cy5.5,10005,1.113943352,2.778296,4.026753844,2.675345494,3.022559382,0.637252683,0.006370934
2,Specimen_002,B4,B04,16,ssc,10005,1.474216281,2.624282096,3.737399408,2.621879126,2.832076325,0.447790458,0.004476786
2,Specimen_002,B5,B05,17,alexa.fluor.488,1947,0.869231725,1.485721432,2.189209507,1.466986979,1.558146255,0.285835519,0.006477885
2,Specimen_002,B5,B05,17,apc,1947,0.745074787,1.507316038,2.419030033,1.51791303,1.691628022,0.391362283,0.008869436
2,Specimen_002,B5,B05,17,buv.496,1947,2.283866348,2.69147935,3.172252567,2.70815249,2.759747762,0.209609714,0.004750381
2,Specimen_002,B5,B05,17,fsc,1947,0.981365506,1.795045378,2.763293197,1.833302209,2.020321964,0.395858615,0.008971336
2,Specimen_002,B5,B05,17,pe,1947,1.169086364,1.676144703,2.204391348,1.662354799,1.715554428,0.218770151,0.004957984
2,Specimen_002,B5,B05,17,percp.cy5.5,1947,0.531478929,1.675778356,3.076640444,1.730659152,2.118937465,0.582811012,0.013208235
2,Specimen_002,B5,B05,17,ssc,1947,1.305351386,2.017867738,2.88952581,2.033046513,2.166750678,0.34061941,0.007719451
2,Specimen_002,B6,B06,18,alexa.fluor.488,1808,0.869231725,1.485721432,2.163757533,1.458993229,1.551336634,0.290501285,0.006832016
2,Specimen_002,B6,B06,18,apc,1808,0.745074787,1.546542673,2.447033903,1.547793049,1.722251783,0.393486205,0.009254017
2,Specimen_002,B6,B06,18,buv.496,1808,2.283866348,2.705521619,3.182557301,2.717280956,2.770684619,0.21393895,0.005031421
2,Specimen_002,B6,B06,18,fsc,1808,1.19089173,1.957894497,2.817591836,1.959244925,2.105540871,0.359512182,0.008455015
2,Specimen_002,B6,B06,18,pe,1808,1.143014818,1.668199501,2.244475049,1.65003281,1.716183653,0.243595367,0.005728881
2,Specimen_002,B6,B06,18,percp.cy5.5,1808,0.623249295,1.675778356,2.985965084,1.728510571,2.085195834,0.562495819,0.013228789
2,Specimen_002,B6,B06,18,ssc,1808,1.305351386,2.000867741,2.818621751,2.020366816,2.148007196,0.335054768,0.007879825
2,Specimen_002,B7,B07,19,alexa.fluor.488,2203,0.819543929,1.549003281,2.379124163,1.54446662,1.68273282,0.349536725,0.007447072
2,Specimen_002,B7,B07,19,apc,2203,0.681241233,1.675411699,2.799009546,1.684232648,1.940085728,0.491968081,0.010481651
2,Specimen_002,B7,B07,19,buv.496,2203,2.245759371,2.64972421,3.188816058,2.667901337,2.724971035,0.218697299,0.004659466
2,Specimen_002,B7,B07,19,fsc,2203,0.797959658,1.967267117,3.347884014,2.037112518,2.417526226,0.592679126,0.012627355
2,Specimen_002,B7,B07,19,pe,2203,1.053846415,1.728028947,2.463624281,1.734405374,1.855615879,0.323708701,0.006896792
2,Specimen_002,B7,B07,19,percp.cy5.5,2203,0.531478929,1.838849091,3.358734118,1.885274035,2.362213217,0.683660267,0.014565758
2,Specimen_002,B7,B07,19,ssc,2203,1.164352867,2.040602352,3.091526264,2.056289058,2.242196871,0.409505871,0.008724748
2,Specimen_002,B8,B08,20,alexa.fluor.488,2586,0.819543929,1.549003281,2.449941017,1.551467168,1.704376156,0.362702225,0.007132404
2,Specimen_002,B8,B08,20,apc,2586,0.681241233,1.623662717,2.771969448,1.651780338,1.901757514,0.477641627,0.009392645
2,Specimen_002,B8,B08,20,buv.496,2586,2.249931764,2.610819827,3.0805363,2.624279701,2.669376044,0.195115091,0.003836866
2,Specimen_002,B8,B08,20,fsc,2586,0.749736344,1.919963293,3.338388785,2.007624078,2.407174707,0.594966507,0.011699795
2,Specimen_002,B8,B08,20,pe,2586,1.085647299,1.728028947,2.442573826,1.722434978,1.828708639,0.301700077,0.00593282
2,Specimen_002,B8,B08,20,percp.cy5.5,2586,0.531478929,1.818225914,3.414204325,1.889409454,2.386848508,0.679549798,0.013363094
2,Specimen_002,B8,B08,20,ssc,2586,1.305351386,2.134177098,3.174524971,2.156265694,2.333414082,0.395725612,0.007781797
2,Specimen_002,B9,B09,21,alexa.fluor.488,4433,0.819543929,1.73078227,2.65533057,1.735473433,1.930610438,0.424041264,0.006368824
2,Specimen_002,B9,B09,21,apc,4433,0.894316071,1.816903829,2.757790677,1.793202648,1.966293939,0.40467432,0.006077945
2,Specimen_002,B9,B09,21,buv.496,4433,2.228656966,2.786857871,3.478321151,2.810699429,2.908728311,0.286981583,0.004310277
2,Specimen_002,B9,B09,21,fsc,4433,1.037426521,2.48184377,3.734970965,2.413978727,2.742024206,0.588516812,0.00883914
2,Specimen_002,B9,B09,21,pe,4433,1.11527759,1.838471294,2.545331886,1.83703625,1.95272899,0.324141058,0.004868388
2,Specimen_002,B9,B09,21,percp.cy5.5,4433,0.698970004,2.306639454,3.656385719,2.224420776,2.627379589,0.672143495,0.010095158
2,Specimen_002,B9,B09,21,ssc,4433,1.269512953,2.28012291,3.292831789,2.256772655,2.455078554,0.434131575,0.006520374
2,Specimen_002,C1,C01,25,alexa.fluor.488,20914,1.305351386,2.193681021,2.955880098,2.182690615,2.304505821,0.336663222,0.002327969
2,Specimen_002,C1,C01,25,apc,20914,1.209515009,1.985695869,2.695936737,1.969141218,2.073424785,0.310811629,0.002149209
2,Specimen_002,C1,C01,25,buv.496,20914,2.213119155,2.810904281,3.452928247,2.83287067,2.929547473,0.288437538,0.001994496
2,Specimen_002,C1,C01,25,fsc,20914,2.051306914,3.004665254,3.832782194,2.992004997,3.125480335,0.353350024,0.002443355
2,Specimen_002,C1,C01,25,pe,20914,1.335257244,2.068556889,2.717087715,2.055779806,2.151330576,0.296858593,0.002052726
2,Specimen_002,C1,C01,25,percp.cy5.5,20914,1.895422538,2.940815166,3.823278557,2.927640422,3.075167485,0.375234114,0.00259468
2,Specimen_002,C1,C01,25,ssc,20914,1.86332286,2.706034671,3.453348916,2.712641989,2.827132524,0.321226169,0.002221224
2,Specimen_002,C10,C10,34,alexa.fluor.488,6885,0.869231725,1.937517884,2.922725458,1.93604157,2.158786057,0.456944937,0.00550696
2,Specimen_002,C10,C10,34,apc,6885,1.166726065,2.066400463,2.94238511,2.040005472,2.179809029,0.363129984,0.004376331
2,Specimen_002,C10,C10,34,buv.496,6885,2.189911227,2.792251563,3.482837867,2.822306295,2.929187757,0.30118961,0.003629844
2,Specimen_002,C10,C10,34,fsc,6885,1.514282052,2.838458683,4.059706529,2.804555383,3.055243038,0.504741277,0.006082986
2,Specimen_002,C10,C10,34,pe,6885,1.21695722,2.102296484,2.913665548,2.094331722,2.242604286,0.370401947,0.00446397
2,Specimen_002,C10,C10,34,percp.cy5.5,6885,1.187520737,2.749581725,4.046175073,2.70053725,3.029521086,0.589983621,0.007110301
2,Specimen_002,C10,C10,34,ssc,6885,1.322219295,2.510813027,3.633569443,2.503923022,2.744029732,0.478789002,0.005770218
2,Specimen_002,C11,C11,35,alexa.fluor.488,10336,1.187520737,2.180125901,3.034788841,2.159970277,2.302321552,0.367244328,0.003612259
2,Specimen_002,C11,C11,35,apc,10336,1.166726065,1.995810636,2.750816814,1.976897795,2.089580718,0.324987072,0.003196611
2,Specimen_002,C11,C11,35,buv.496,10336,2.185117027,2.694100264,3.312727304,2.731166536,2.814635096,0.264091074,0.002597631
2,Specimen_002,C11,C11,35,fsc,10336,1.859018182,2.979866928,3.934005309,2.957433607,3.120883815,0.399417832,0.003928721
2,Specimen_002,C11,C11,35,pe,10336,1.299289336,2.087284399,2.776584989,2.07288697,2.179519434,0.314326141,0.003091749
2,Specimen_002,C11,C11,35,percp.cy5.5,10336,1.645422277,2.893983581,3.901621764,2.860788349,3.044701589,0.428856167,0.00421828
2,Specimen_002,C11,C11,35,ssc,10336,1.717670509,2.680335362,3.551083865,2.681638604,2.823014702,0.359170202,0.003532841
2,Specimen_002,C12,C12,36,alexa.fluor.488,12994,1.269512953,2.163757533,2.937818703,2.152050997,2.275989747,0.338960557,0.002973567
2,Specimen_002,C12,C12,36,apc,12994,1.229425849,1.978819377,2.667079211,1.960349663,2.056651956,0.297958502,0.002613872
2,Specimen_002,C12,C12,36,buv.496,12994,2.192288604,2.729569726,3.346753837,2.758067624,2.84144553,0.264436825,0.0023198
2,Specimen_002,C12,C12,36,fsc,12994,1.985426495,2.967997024,3.824660736,2.951876613,3.090996786,0.361975853,0.003175471
2,Specimen_002,C12,C12,36,pe,12994,1.335257244,2.065355622,2.701775172,2.050751636,2.141575514,0.289522621,0.002539868
2,Specimen_002,C12,C12,36,percp.cy5.5,12994,1.79098847,2.880012859,3.763083409,2.860185029,3.013782021,0.38346517,0.003363988
2,Specimen_002,C12,C12,36,ssc,12994,1.773786456,2.64522573,3.433321704,2.64867293,2.771093026,0.332297994,0.002915119
2,Specimen_002,C2,C02,26,alexa.fluor.488,15551,1.113943352,2.146748004,3.078964053,2.146644712,2.328637146,0.413726117,0.003317675
2,Specimen_002,C2,C02,26,apc,15551,1.229425849,2.063558526,2.840958774,2.051465806,2.175278657,0.338411403,0.002713725
2,Specimen_002,C2,C02,26,buv.496,15551,2.222065843,2.893761762,3.582069053,2.917796606,3.036391075,0.321048476,0.002574491
2,Specimen_002,C2,C02,26,fsc,15551,1.885926348,3.002675704,3.999081837,2.991335668,3.174635969,0.418592465,0.003356698
2,Specimen_002,C2,C02,26,pe,15551,1.299289336,2.128076023,2.872599091,2.12654686,2.25349776,0.341135751,0.002735572
2,Specimen_002,C2,C02,26,percp.cy5.5,15551,1.621176274,2.890867932,3.937568039,2.87564929,3.102322648,0.471631835,0.003782021
2,Specimen_002,C2,C02,26,ssc,15551,1.621176274,2.681422167,3.630976743,2.685518663,2.864819086,0.409106254,0.003280628
2,Specimen_002,C3,C03,27,alexa.fluor.488,14419,1.230448921,2.283753376,3.214048679,2.287129479,2.445876303,0.386196031,0.003216179
2,Specimen_002,C3,C03,27,apc,14419,1.093421672,1.985695869,2.804738989,1.974115192,2.111503287,0.358734691,0.002987485
2,Specimen_002,C3,C03,27,buv.496,14419,2.170408421,2.853789455,3.569321235,2.880439177,3.008707635,0.333705202,0.002779044
2,Specimen_002,C3,C03,27,fsc,14419,2.056371211,3.159296456,4.121452824,3.144093557,3.310590199,0.399001469,0.003322821
2,Specimen_002,C3,C03,27,pe,14419,1.239049097,2.113943352,2.891225145,2.116042598,2.251587357,0.354141238,0.002949232
2,Specimen_002,C3,C03,27,percp.cy5.5,14419,1.761927833,3.004235361,4.022684014,2.994663455,3.186666131,0.434559618,0.003618943
2,Specimen_002,C3,C03,27,ssc,14419,1.872738819,2.85841687,3.754608215,2.876320227,3.026106923,0.367481875,0.003060331
2,Specimen_002,C4,C04,28,alexa.fluor.488,14823,1.139879092,2.283753376,3.294950971,2.279961349,2.475194669,0.431459198,0.00354382
2,Specimen_002,C4,C04,28,apc,14823,1.143639238,2.034066663,2.853625218,2.024392398,2.163686408,0.359562283,0.00295329
2,Specimen_002,C4,C04,28,buv.496,14823,2.187520721,2.898917082,3.610585651,2.920903113,3.051383898,0.337711741,0.002773819
2,Specimen_002,C4,C04,28,fsc,14823,2.025059979,3.156506782,4.161522528,3.140641178,3.320065488,0.414964774,0.003408342
2,Specimen_002,C4,C04,28,pe,14823,1.260071406,2.155032257,2.952434019,2.15328888,2.297508326,0.365699973,0.003003702
2,Specimen_002,C4,C04,28,percp.cy5.5,14823,1.629409622,2.994141127,4.08946001,2.977522274,3.21533916,0.488888071,0.004015516
2,Specimen_002,C4,C04,28,ssc,14823,1.73078227,2.85841687,3.866417324,2.865158049,3.054648513,0.41985763,0.00344853
2,Specimen_002,C5,C05,29,alexa.fluor.488,5461,0.819543929,1.881954997,2.963882235,1.903463274,2.177506334,0.509400302,0.006893235
2,Specimen_002,C5,C05,29,apc,5461,0.894316071,1.919496497,2.94725723,1.884502908,2.091554879,0.451814064,0.006113975
2,Specimen_002,C5,C05,29,buv.496,5461,2.208575734,2.64972421,3.229617858,2.676060218,2.740178117,0.231590353,0.003133895
2,Specimen_002,C5,C05,29,fsc,5461,1.109915867,2.603101073,4.011316643,2.578484434,2.973440861,0.645973132,0.008741347
2,Specimen_002,C5,C05,29,pe,5461,1.053846415,1.939519253,2.819385988,1.967636181,2.155428342,0.414644473,0.005610994
2,Specimen_002,C5,C05,29,percp.cy5.5,5461,0.763428008,2.62179923,3.981302064,2.550904737,3.068797168,0.787938172,0.010662427
2,Specimen_002,C5,C05,29,ssc,5461,1.45024912,2.539828566,3.615844883,2.52783473,2.762804202,0.470354263,0.006364862
2,Specimen_002,C6,C06,30,alexa.fluor.488,5844,0.913813868,1.838849091,2.699143698,1.827494007,2.006556536,0.411772785,0.005386449
2,Specimen_002,C6,C06,30,apc,5844,0.971275833,1.886490725,2.736523961,1.849546909,1.999393045,0.380623042,0.004978975
2,Specimen_002,C6,C06,30,buv.496,5844,2.21984641,2.680833912,3.304565941,2.706868948,2.78206958,0.24994166,0.003269517
2,Specimen_002,C6,C06,30,fsc,5844,1.152288368,2.594071814,3.835888344,2.511595559,2.811967688,0.569245167,0.007446364
2,Specimen_002,C6,C06,30,pe,5844,1.169086364,1.930847185,2.60950905,1.92670598,2.047016263,0.334029322,0.004369477
2,Specimen_002,C6,C06,30,percp.cy5.5,5844,0.991226084,2.646795683,3.73433571,2.534145343,2.882555478,0.641020914,0.008385271
2,Specimen_002,C6,C06,30,ssc,5844,1.496929643,2.428458793,3.311032965,2.414496165,2.572827575,0.384071482,0.005024085
2,Specimen_002,C7,C07,31,alexa.fluor.488,6612,1.025305881,2.269045717,3.330292021,2.256975289,2.511680573,0.494885343,0.006086087
2,Specimen_002,C7,C07,31,apc,6612,1.507316038,2.397105369,3.194747374,2.393723506,2.526636158,0.350528098,0.004310786
2,Specimen_002,C7,C07,31,buv.496,6612,2.215373185,2.966118262,3.664472755,2.979013096,3.11010457,0.342935844,0.004217416
2,Specimen_002,C7,C07,31,fsc,6612,2.058881356,3.249056435,4.26808818,3.24001569,3.435922658,0.431006387,0.005300505
2,Specimen_002,C7,C07,31,pe,6612,1.36847285,2.419030033,3.290937908,2.417365204,2.578741649,0.388721598,0.004780488
2,Specimen_002,C7,C07,31,percp.cy5.5,6612,1.612783857,3.143701652,4.350562015,3.109374865,3.412675606,0.5594669,0.00688031
2,Specimen_002,C7,C07,31,ssc,6612,1.549003281,2.873320557,3.95675415,2.857377921,3.116280821,0.503900212,0.006196952
2,Specimen_002,C8,C08,32,alexa.fluor.488,9786,1.230448921,2.38632059,3.338814947,2.392659295,2.563353563,0.40439165,0.004087894
2,Specimen_002,C8,C08,32,apc,9786,1.347915163,2.265195315,3.118436696,2.265532336,2.397420058,0.347517221,0.003512964
2,Specimen_002,C8,C08,32,buv.496,9786,2.160318465,2.767118754,3.440255591,2.805439741,2.918636518,0.310925542,0.003143068
2,Specimen_002,C8,C08,32,fsc,9786,2.130269459,3.286487937,4.303295471,3.277702241,3.448428021,0.402629536,0.004070081
2,Specimen_002,C8,C08,32,pe,9786,1.352182518,2.35637011,3.264132791,2.365384882,2.510295036,0.366732293,0.003707205
2,Specimen_002,C8,C08,32,percp.cy5.5,9786,1.983175093,3.298110426,4.276576682,3.283522025,3.479585061,0.443329604,0.004481507
2,Specimen_002,C8,C08,32,ssc,9786,1.899820511,2.985067001,3.948540134,3.002592693,3.167178289,0.388282511,0.00392505
2,Specimen_002,C9,C09,33,alexa.fluor.488,10020,1.056904873,2.017867738,2.898396059,2.012623744,2.176608529,0.38897591,0.003885875
2,Specimen_002,C9,C09,33,apc,10020,1.166726065,2.015359749,2.82545207,1.995160101,2.117824296,0.337915509,0.003375781
2,Specimen_002,C9,C09,33,buv.496,10020,2.177824989,2.752355823,3.438241656,2.786599708,2.888656006,0.292160384,0.002918687
2,Specimen_002,C9,C09,33,fsc,10020,1.673942006,2.887920997,3.977016274,2.86895312,3.070441821,0.444115557,0.004436721
2,Specimen_002,C9,C09,33,pe,10020,1.260071406,2.071734761,2.808494545,2.059580898,2.181877048,0.335359328,0.003350245
2,Specimen_002,C9,C09,33,percp.cy5.5,10020,1.51851394,2.869114274,3.956946014,2.834362376,3.06523857,0.48475869,0.004842747
2,Specimen_002,C9,C09,33,ssc,10020,1.604226061,2.601408054,3.52811934,2.607388096,2.771410033,0.386792671,0.003864065
2,Specimen_002,D1,D01,37,alexa.fluor.488,8635,1.056904873,2.031004288,2.915188725,2.019531959,2.182412281,0.3918819,0.004217198
