plate,specimen,tube,tube.no,.no,ch,n,min,median,max,geo.mean,arith.mean,sd,se
3,Specimen_002,B10,B10,22,percp.cy5.5,50620,1.889301703,2.773420723,3.583170425,2.787743185,2.930148741,0.357964168,0.00159103
3,Specimen_002,B10,B10,22,ssc,50620,1.811239773,2.636487896,3.411788005,2.656465471,2.786107865,0.338831265,0.001505991
3,Specimen_002,B11,B11,23,alexa.fluor.488,7650,1.371067862,2.195899652,2.800029359,2.175709237,2.258584233,0.280202862,0.003203626
3,Specimen_002,B11,B11,23,apc,7650,1.379124156,2.376211856,3.101554644,2.362602878,2.475657751,0.32480979,0.003713628
3,Specimen_002,B11,B11,23,buv.496,7650,2.203468037,2.586761422,3.167178465,2.616383106,2.670280188,0.209344451,0.002393485
3,Specimen_002,B11,B11,23,fsc,7650,1.876448775,2.893806108,3.827516584,2.861532,2.98296101,0.342035672,0.003910576
3,Specimen_002,B11,B11,23,pe,7650,1.399154329,2.402244166,3.056813415,2.369293516,2.453208567,0.288274162,0.003295907
3,Specimen_002,B11,B11,23,percp.cy5.5,7650,1.951823035,3.113818039,3.832636628,3.080132007,3.181674616,0.320252942,0.003661528
3,Specimen_002,B11,B11,23,ssc,7650,2.012837225,2.67600734,3.219519037,2.680948203,2.744804001,0.238173329,0.002723093
3,Specimen_002,B12,B12,24,alexa.fluor.488,5991,1.371067862,2.287241711,2.941138594,2.263064235,2.347881656,0.285791024,0.003692317
3,Specimen_002,B12,B12,24,apc,5991,1.392345161,2.431942463,3.219547849,2.419923836,2.540760378,0.334042855,0.004315713
3,Specimen_002,B12,B12,24,buv.496,5991,2.237342632,2.558048244,2.996704261,2.582114899,2.620414453,0.179238558,0.002315697
3,Specimen_002,B12,B12,24,fsc,5991,1.808616014,2.971591244,3.779380011,2.923793648,3.052978677,0.361634297,0.004672184
3,Specimen_002,B12,B12,24,pe,5991,1.544440122,2.494502447,3.147531029,2.457876628,2.542318411,0.288552439,0.003727993
3,Specimen_002,B12,B12,24,percp.cy5.5,5991,2.156851901,3.206758434,3.921608452,3.171155616,3.268475521,0.312203255,0.004033553
3,Specimen_002,B12,B12,24,ssc,5991,1.986771734,2.757206173,3.34610837,2.755775163,2.822798998,0.246601354,0.003186
3,Specimen_002,B2,B02,14,alexa.fluor.488,34171,1.243038049,2.054995862,2.740954506,2.040893982,2.147696745,0.316234956,0.001710728
3,Specimen_002,B2,B02,14,apc,34171,1.108565029,1.912009395,2.638129707,1.894389446,2.01221105,0.33105666,0.001790909
3,Specimen_002,B2,B02,14,buv.496,34171,2.34022592,3.077346122,3.755516591,3.073645781,3.197078086,0.335687861,0.001815962
3,Specimen_002,B2,B02,14,fsc,34171,1.712312888,2.665656012,3.489187593,2.654286255,2.802321049,0.372762354,0.002016523
3,Specimen_002,B2,B02,14,pe,34171,1.284656288,1.919966692,2.501374224,1.903662605,1.979355522,0.263987016,0.001428084
3,Specimen_002,B2,B02,14,percp.cy5.5,34171,1.70969387,2.582915199,3.323200518,2.569442398,2.683631971,0.327510844,0.001771727
3,Specimen_002,B2,B02,14,ssc,34171,1.728353782,2.499687083,3.174859012,2.497808713,2.595351571,0.29740759,0.001608878
3,Specimen_002,B3,B03,15,alexa.fluor.488,34144,1.183269844,2.022222105,2.790636962,2.019838505,2.148212249,0.343675387,0.001859907
3,Specimen_002,B3,B03,15,apc,34144,1.132899768,2.02259333,2.884319494,2.015322063,2.164179124,0.370581738,0.002005519
3,Specimen_002,B3,B03,15,buv.496,34144,2.263043983,3.04938087,3.814940459,3.057347449,3.204353735,0.363792551,0.001968777
3,Specimen_002,B3,B03,15,fsc,34144,1.728191395,2.71281801,3.606385643,2.702509822,2.868707829,0.395096798,0.00213819
3,Specimen_002,B3,B03,15,pe,34144,1.265525342,1.984302218,2.658020922,1.975354612,2.073731656,0.299606603,0.001621415
3,Specimen_002,B3,B03,15,percp.cy5.5,34144,1.790636962,2.707783013,3.52898094,2.706262526,2.84288823,0.354807001,0.001920149
3,Specimen_002,B3,B03,15,ssc,34144,1.696793085,2.516865761,3.275311355,2.528043558,2.650303475,0.33013299,0.001786618
3,Specimen_002,B4,B04,16,alexa.fluor.488,34622,1.138302698,2.01911629,2.787460475,2.010500104,2.147350172,0.35582166,0.001912301
3,Specimen_002,B4,B04,16,apc,34622,1.132899768,2.034628469,2.861056252,2.024823106,2.173088143,0.371549213,0.001996826
3,Specimen_002,B4,B04,16,buv.496,34622,2.348188002,3.23240396,4.04533979,3.236912225,3.402238798,0.389986079,0.002095912
3,Specimen_002,B4,B04,16,fsc,34622,1.666892198,2.7002536,3.654342113,2.690191128,2.871376213,0.413680818,0.002223255
3,Specimen_002,B4,B04,16,pe,34622,1.245512677,1.957319894,2.612105388,1.953279814,2.053303435,0.301506755,0.001620395
3,Specimen_002,B4,B04,16,percp.cy5.5,34622,1.746244872,2.701352079,3.526565414,2.698124095,2.841376863,0.365675511,0.001965259
3,Specimen_002,B4,B04,16,ssc,34622,1.662757832,2.527629901,3.322426052,2.534046958,2.668331384,0.347982112,0.001870169
3,Specimen_002,B5,B05,17,alexa.fluor.488,17551,1.183269844,1.996730515,2.698100546,1.983193181,2.085589069,0.308389691,0.002327817
3,Specimen_002,B5,B05,17,apc,17551,1.218535504,2.11806624,2.945635981,2.109199,2.237641847,0.34169811,0.002579239
3,Specimen_002,B5,B05,17,buv.496,17551,2.239374564,2.756202352,3.417315561,2.784129902,2.878958037,0.283124174,0.002137106
3,Specimen_002,B5,B05,17,fsc,17551,1.642266592,2.639685643,3.511920779,2.631657486,2.771439259,0.360071391,0.002717926
3,Specimen_002,B5,B05,17,pe,17551,1.30297994,2.056447448,2.719248368,2.041941494,2.134966258,0.293750633,0.002217317
3,Specimen_002,B5,B05,17,percp.cy5.5,17551,1.821185883,2.760610938,3.569695707,2.754891537,2.867060285,0.322792235,0.002436532
3,Specimen_002,B5,B05,17,ssc,17551,1.763427994,2.494502447,3.151139923,2.511528116,2.600011502,0.277309073,0.002093212
3,Specimen_002,B6,B06,18,alexa.fluor.488,20337,1.224014811,2.003245055,2.691523522,1.995599946,2.092268153,0.297716994,0.002087662
3,Specimen_002,B6,B06,18,apc,20337,1.306210503,2.148787686,2.939768775,2.142906419,2.261313138,0.326073391,0.002286504
3,Specimen_002,B6,B06,18,buv.496,20337,2.237342632,2.810615555,3.496670948,2.832525339,2.934275017,0.294875567,0.002067737
3,Specimen_002,B6,B06,18,fsc,20337,1.808616014,2.673389573,3.4448252,2.666163414,2.79092406,0.338830343,0.002375959
3,Specimen_002,B6,B06,18,pe,20337,1.320561682,2.062732367,2.720622302,2.044409166,2.132741566,0.286391452,0.002008245
3,Specimen_002,B6,B06,18,percp.cy5.5,20337,1.929418926,2.782114147,3.526759151,2.782650513,2.883741195,0.302087547,0.002118309
3,Specimen_002,B6,B06,18,ssc,20337,1.80106053,2.510879985,3.160243372,2.525449875,2.611974482,0.274698466,0.001926251
3,Specimen_002,B7,B07,19,alexa.fluor.488,57020,1.371067862,2.204119983,2.953276337,2.207624111,2.337647918,0.344427899,0.001442397
3,Specimen_002,B7,B07,19,apc,57020,1.336859845,2.188028064,2.996126238,2.186867021,2.327467555,0.359325424,0.001504785
3,Specimen_002,B7,B07,19,buv.496,57020,2.259187595,3.081448138,3.863076484,3.091276328,3.234284563,0.35893671,0.001503157
3,Specimen_002,B7,B07,19,fsc,57020,2.030356797,2.944344451,3.786572557,2.937447776,3.086807982,0.372358207,0.001559363
3,Specimen_002,B7,B07,19,pe,57020,1.384532611,2.144916529,2.839829864,2.145639611,2.256450623,0.317727895,0.001330582
3,Specimen_002,B7,B07,19,percp.cy5.5,57020,1.983400738,2.856577858,3.639486489,2.864857585,3.000173542,0.350366993,0.001467268
3,Specimen_002,B7,B07,19,ssc,57020,1.90982337,2.744488567,3.514082663,2.755677915,2.884137153,0.338876606,0.001419149
3,Specimen_002,B8,B08,20,alexa.fluor.488,56340,1.371067862,2.191730393,2.935507266,2.1957911,2.322523287,0.338830098,0.001427492
3,Specimen_002,B8,B08,20,apc,56340,1.336859845,2.185938597,2.996126238,2.182795465,2.320781507,0.355230099,0.001496585
3,Specimen_002,B8,B08,20,buv.496,56340,2.23530115,3.013734404,3.782748457,3.025198415,3.162176007,0.349318881,0.001471681
3,Specimen_002,B8,B08,20,fsc,56340,2.030356797,2.928252414,3.784112099,2.925561628,3.074206566,0.369463214,0.001556549
3,Specimen_002,B8,B08,20,pe,56340,1.384532611,2.144916529,2.846553572,2.14486289,2.255407697,0.31761669,0.001338119
3,Specimen_002,B8,B08,20,percp.cy5.5,56340,1.976579219,2.84135947,3.621565725,2.849349513,2.982141416,0.346368655,0.001459252
3,Specimen_002,B8,B08,20,ssc,56340,1.921686475,2.737987326,3.492411137,2.752940581,2.877979211,0.332877869,0.001402415
3,Specimen_002,B9,B09,21,alexa.fluor.488,49944,1.2955671,2.131137274,2.892233777,2.134522363,2.264979843,0.34469675,0.001542395
3,Specimen_002,B9,B09,21,apc,49944,1.290034611,2.137227488,2.928928171,2.131237713,2.264665598,0.350622608,0.001568911
3,Specimen_002,B9,B09,21,buv.496,49944,2.251370504,3.052820848,3.821622262,3.062812536,3.207558784,0.361045175,0.001615548
3,Specimen_002,B9,B09,21,fsc,49944,1.908485019,2.845023586,3.695737268,2.839426733,2.992091708,0.377243009,0.001688028
3,Specimen_002,B9,B09,21,pe,49944,1.353723936,2.09286093,2.776534085,2.094185778,2.201489295,0.312095225,0.001396515
3,Specimen_002,B9,B09,21,percp.cy5.5,49944,1.849726444,2.742725131,3.54067352,2.750335452,2.888279013,0.35420847,0.001584956
3,Specimen_002,B9,B09,21,ssc,49944,1.779957051,2.610127613,3.373004005,2.626424492,2.752352923,0.334878323,0.001498461
3,Specimen_002,C1,C01,25,alexa.fluor.488,90402,1.410777233,2.1811287,2.86421433,2.178411052,2.286272732,0.313613929,0.001043053
3,Specimen_002,C1,C01,25,apc,90402,1.392345161,2.196286747,2.939029781,2.190172241,2.310479097,0.332659657,0.001106397
3,Specimen_002,C1,C01,25,buv.496,90402,2.343428278,3.13975948,3.861046667,3.143510941,3.267455302,0.334726788,0.001113272
3,Specimen_002,C1,C01,25,fsc,90402,2.093001187,2.946550487,3.703947883,2.940793355,3.068580341,0.343351217,0.001141957
3,Specimen_002,C1,C01,25,pe,90402,1.426998951,2.1210343,2.747869918,2.116330493,2.207002376,0.287315533,0.000955587
3,Specimen_002,C1,C01,25,percp.cy5.5,90402,2.022222105,2.812746288,3.508563384,2.816856903,2.926000729,0.313934996,0.001044121
3,Specimen_002,C1,C01,25,ssc,90402,1.90982337,2.688197278,3.387656729,2.696301594,2.801554607,0.306753591,0.001020236
3,Specimen_002,C10,C10,34,alexa.fluor.488,28253,1.410777233,2.1811287,2.879525945,2.184150378,2.279436171,0.292159519,0.001738152
3,Specimen_002,C10,C10,34,apc,28253,1.365487999,2.17747877,2.957846634,2.176276098,2.29178496,0.322357794,0.001917811
3,Specimen_002,C10,C10,34,buv.496,28253,2.207849724,2.747481745,3.435500374,2.77771633,2.874384366,0.28485042,0.001694668
3,Specimen_002,C10,C10,34,fsc,28253,1.935103997,2.791409899,3.596575084,2.790947366,2.911873971,0.330636384,0.001967063
3,Specimen_002,C10,C10,34,pe,28253,1.440279205,2.189069018,2.874864323,2.181478017,2.271980815,0.287427612,0.00171
3,Specimen_002,C10,C10,34,percp.cy5.5,28253,2.066325925,2.882524538,3.619145526,2.892203621,2.993564186,0.299907284,0.001784246
3,Specimen_002,C10,C10,34,ssc,28253,1.901730692,2.587149498,3.226921963,2.610253759,2.695179128,0.269637799,0.001604163
3,Specimen_002,C11,C11,35,alexa.fluor.488,7206,1.06069784,1.92556991,2.589670402,1.901124166,2.013950033,0.327566416,0.0038588
3,Specimen_002,C11,C11,35,apc,7206,1.155943009,1.953276351,2.70451086,1.938193324,2.05940819,0.334383616,0.003939108
3,Specimen_002,C11,C11,35,buv.496,7206,2.216482584,2.915265213,3.689610709,2.931347475,3.065566439,0.340557104,0.004011833
3,Specimen_002,C11,C11,35,fsc,7206,1.868996897,2.756575176,3.48301642,2.737651617,2.858203837,0.337865201,0.003980122
3,Specimen_002,C11,C11,35,pe,7206,1.284656288,2.006166427,2.62936881,1.983993654,2.070215104,0.283232224,0.003336534
3,Specimen_002,C11,C11,35,percp.cy5.5,7206,1.633468456,2.684845362,3.518744187,2.658165919,2.795633256,0.365105381,0.004301016
3,Specimen_002,C11,C11,35,ssc,7206,1.540954809,2.41204033,3.104060118,2.393177976,2.506053066,0.325178945,0.003830675
3,Specimen_002,C12,C12,36,alexa.fluor.488,34002,1.224014811,2.071882007,2.827530811,2.068077576,2.190568277,0.336195194,0.001823221
3,Specimen_002,C12,C12,36,apc,34002,1.198657092,2.098020385,2.938289528,2.087317065,2.226878008,0.357975347,0.001941337
3,Specimen_002,C12,C12,36,buv.496,34002,2.272537784,2.945207552,3.645378032,2.957743999,3.079925478,0.328273656,0.001780262
3,Specimen_002,C12,C12,36,fsc,34002,1.786467476,2.798540135,3.697135141,2.787946606,2.945026455,0.384298535,0.00208409
3,Specimen_002,C12,C12,36,pe,34002,1.30297994,2.0689276,2.775326397,2.064069788,2.170491725,0.312773829,0.001696204
3,Specimen_002,C12,C12,36,percp.cy5.5,34002,1.897627091,2.848804701,3.686256319,2.848893805,2.986164495,0.355458429,0.001927687
3,Specimen_002,C12,C12,36,ssc,34002,1.763427994,2.562887381,3.288081469,2.576592914,2.68853162,0.314818533,0.001707293
3,Specimen_002,C2,C02,26,alexa.fluor.488,88059,1.384711743,2.170261715,2.861086145,2.16802173,2.281128444,0.321623253,0.001083828
3,Specimen_002,C2,C02,26,apc,88059,1.379124156,2.200357932,2.943078836,2.191594644,2.315214538,0.337864883,0.001138561
3,Specimen_002,C2,C02,26,buv.496,88059,2.341830051,3.155533407,3.896608342,3.160471352,3.29002902,0.342774265,0.001155105
3,Specimen_002,C2,C02,26,fsc,88059,2.065206117,2.946236045,3.738885143,2.937653255,3.074424619,0.35653129,0.001201464
3,Specimen_002,C2,C02,26,pe,88059,1.413299758,2.118297793,2.751078844,2.117752154,2.212455338,0.293800983,0.000990071
3,Specimen_002,C2,C02,26,percp.cy5.5,88059,1.986771734,2.804650467,3.515675188,2.810271756,2.925066085,0.322518625,0.001086846
3,Specimen_002,C2,C02,26,ssc,88059,1.893484346,2.688864568,3.393882172,2.698417068,2.808632316,0.314086714,0.001058431
3,Specimen_002,C3,C03,27,alexa.fluor.488,21508,1.161368002,2.049218023,2.835214806,2.044259624,2.177507787,0.351020935,0.002393498
3,Specimen_002,C3,C03,27,apc,21508,1.132899768,2.02259333,2.865459344,2.011458668,2.154618765,0.362838264,0.002474076
3,Specimen_002,C3,C03,27,buv.496,21508,2.222846488,2.837512686,3.571548138,2.857891937,2.976626493,0.318920541,0.002174615
3,Specimen_002,C3,C03,27,fsc,21508,1.595496197,2.6941136,3.727687608,2.683831497,2.867443157,0.416557321,0.002840369
3,Specimen_002,C3,C03,27,pe,21508,1.22453305,2.01669913,2.717179334,2.003431365,2.113385713,0.319018102,0.002175281
3,Specimen_002,C3,C03,27,percp.cy5.5,21508,1.640978057,2.686859614,3.602141414,2.675530016,2.827644786,0.382066797,0.002605189
3,Specimen_002,C3,C03,27,ssc,21508,1.728353782,2.49762065,3.213783299,2.515302699,2.627600813,0.313335286,0.002136531
3,Specimen_002,C4,C04,28,alexa.fluor.488,19374,1.243038049,2.096040554,2.86332286,2.095599239,2.210918747,0.323910873,0.002327104
3,Specimen_002,C4,C04,28,apc,19374,1.177824984,2.063333376,2.912339004,2.056500216,2.193301128,0.352185345,0.00253024
3,Specimen_002,C4,C04,28,buv.496,19374,2.222846488,2.771054283,3.467221714,2.800293724,2.902832572,0.294694742,0.002117204
3,Specimen_002,C4,C04,28,fsc,19374,1.728191395,2.735375285,3.632485615,2.725814607,2.880812202,0.380526654,0.002733855
3,Specimen_002,C4,C04,28,pe,19374,1.284656288,2.0689276,2.789016335,2.057004612,2.163477828,0.313546337,0.002252642
3,Specimen_002,C4,C04,28,percp.cy5.5,19374,1.769007871,2.731991449,3.591509809,2.733631376,2.863589909,0.345629511,0.00248314
3,Specimen_002,C4,C04,28,ssc,19374,1.790636962,2.531478917,3.215967851,2.555725255,2.65459806,0.292126166,0.00209875
3,Specimen_002,C5,C05,29,alexa.fluor.488,26253,1.311753861,2.174641193,2.995086497,2.19355981,2.333975359,0.35299498,0.002178608
3,Specimen_002,C5,C05,29,apc,26253,1.273232839,2.148787686,3.011731109,2.151414661,2.29617338,0.361972271,0.002234014
3,Specimen_002,C5,C05,29,buv.496,26253,2.142076452,2.82558838,3.642262656,2.864697214,3.002654418,0.340742856,0.00210299
3,Specimen_002,C5,C05,29,fsc,26253,1.921998419,2.918973424,3.941139566,2.92390982,3.095538008,0.395605507,0.002441591
3,Specimen_002,C5,C05,29,pe,26253,1.30297994,2.150049958,2.948950598,2.154864249,2.283908722,0.342794455,0.002115652
3,Specimen_002,C5,C05,29,percp.cy5.5,26253,1.872156273,2.82069395,3.70612011,2.84148216,2.993632217,0.367732165,0.002269563
3,Specimen_002,C5,C05,29,ssc,26253,1.880813592,2.669781615,3.43572495,2.705748162,2.833606056,0.330062705,0.002037075
3,Specimen_002,C6,C06,30,alexa.fluor.488,25441,1.371067862,2.204119983,3.009981753,2.226211962,2.35048359,0.330211652,0.002070262
3,Specimen_002,C6,C06,30,apc,25441,1.336859845,2.188028064,3.056851508,2.19412541,2.329603114,0.34765161,0.002179602
3,Specimen_002,C6,C06,30,buv.496,25441,2.13953277,2.766561562,3.513707561,2.805779822,2.925601188,0.316571876,0.001984747
3,Specimen_002,C6,C06,30,fsc,25441,1.998084877,2.944344451,3.865953949,2.945986662,3.096466978,0.37093932,0.002325604
3,Specimen_002,C6,C06,30,pe,25441,1.399154329,2.193708809,2.977202132,2.201272246,2.318633098,0.324813672,0.002036419
3,Specimen_002,C6,C06,30,percp.cy5.5,25441,1.976579219,2.850646235,3.697839368,2.876435828,3.011172708,0.342396937,0.002146658
3,Specimen_002,C6,C06,30,ssc,25441,1.92556991,2.694166296,3.455682165,2.73272676,2.848723088,0.313344804,0.001964515
3,Specimen_002,C7,C07,31,alexa.fluor.488,14321,1.183269844,2.003245055,2.666985718,1.981320903,2.077063273,0.300584634,0.002511771
3,Specimen_002,C7,C07,31,apc,14321,1.132899768,2.043440893,2.826528314,2.022887229,2.147102223,0.342132709,0.002858959
3,Specimen_002,C7,C07,31,buv.496,14321,2.298066705,2.767163297,3.389244063,2.782584975,2.864369197,0.264121614,0.002207076
3,Specimen_002,C7,C07,31,fsc,14321,1.706888379,2.628715782,3.356232401,2.6077453,2.734552698,0.346177254,0.002892756
3,Specimen_002,C7,C07,31,pe,14321,1.284656288,2.020154032,2.622545553,1.994501184,2.080837053,0.285343186,0.002384409
3,Specimen_002,C7,C07,31,percp.cy5.5,14321,1.703291378,2.70969387,3.524428579,2.685040406,2.801023922,0.338833723,0.002831392
3,Specimen_002,C7,C07,31,ssc,14321,1.722222464,2.442479769,3.055855946,2.448220761,2.528624044,0.26691239,0.002230396
3,Specimen_002,C8,C08,32,alexa.fluor.488,14246,1.224014811,2.054995862,2.730176424,2.036387305,2.13006468,0.296788611,0.00248657
3,Specimen_002,C8,C08,32,apc,14246,1.177824984,2.100577321,2.890566324,2.08306423,2.206724113,0.339378044,0.002843396
3,Specimen_002,C8,C08,32,buv.496,14246,2.272537784,2.727524975,3.352253952,2.751392061,2.832464381,0.261939747,0.002194598
3,Specimen_002,C8,C08,32,fsc,14246,1.72296281,2.678372578,3.448897922,2.662926122,2.7913472,0.34824712,0.002917703
3,Specimen_002,C8,C08,32,pe,14246,1.30297994,2.081059111,2.711613245,2.059159714,2.14955585,0.2921033,0.002447316
3,Specimen_002,C8,C08,32,percp.cy5.5,14246,1.769007871,2.763989218,3.551785349,2.746496795,2.856945753,0.326852599,0.002738454
3,Specimen_002,C8,C08,32,ssc,14246,1.774516966,2.490309708,3.100715087,2.498396339,2.575680662,0.260696315,0.00218418
3,Specimen_002,C9,C09,33,alexa.fluor.488,23889,1.511883361,2.248586244,2.930949031,2.259995022,2.349657061,0.282024378,0.001824684
3,Specimen_002,C9,C09,33,apc,23889,1.429752274,2.233503753,3.021321664,2.236130321,2.348277841,0.315972034,0.002044324
3,Specimen_002,C9,C09,33,buv.496,23889,2.207849724,2.703136559,3.33012755,2.732113301,2.815822139,0.265169979,0.001715637
3,Specimen_002,C9,C09,33,fsc,23889,2.009110785,2.869349088,3.658633283,2.867853727,2.983723876,0.324206432,0.0020976
3,Specimen_002,C9,C09,33,pe,23889,1.512417535,2.259928196,2.951376359,2.255037801,2.341940776,0.28108987,0.001818638
3,Specimen_002,C9,C09,33,percp.cy5.5,23889,2.174641193,2.959041392,3.674562633,2.97322174,3.069094826,0.29011263,0.001877015
3,Specimen_002,C9,C09,33,ssc,23889,1.986771734,2.654898161,3.290424188,2.680656411,2.761236019,0.26209132,0.001695718
3,Specimen_002,D1,D01,37,alexa.fluor.488,32899,1.576916956,2.159115822,2.717254313,2.156173279,2.221627916,0.241777138,0.001332981
3,Specimen_002,D1,D01,37,apc,32899,1.670987613,2.299550894,2.924744365,2.296769041,2.374275139,0.262894984,0.001449409
3,Specimen_002,D1,D01,37,buv.496,32899,2.205664427,2.724881812,3.275884657,2.741904315,2.804383679,0.231208633,0.001274714
3,Specimen_002,D1,D01,37,fsc,32899,2.278296215,2.909834038,3.530092061,2.910463079,2.991388816,0.26873819,0.001481624
3,Specimen_002,D1,D01,37,pe,32899,1.611085735,2.189069018,2.749798146,2.181159772,2.242435455,0.235509846,0.001298428
3,Specimen_002,D1,D01,37,percp.cy5.5,32899,2.121395681,2.714120108,3.280805928,2.717566301,2.782928016,0.240362031,0.001325179
3,Specimen_002,D1,D01,37,ssc,32899,2.161368002,2.724685388,3.276346896,2.736765637,2.79647096,0.227364785,0.001253522
3,Specimen_002,D10,D10,46,alexa.fluor.488,55531,1.633468456,2.280464547,2.907008054,2.286087658,2.368089973,0.269756843,0.001144734
3,Specimen_002,D10,D10,46,apc,55531,1.53529411,2.204391348,2.885994102,2.19999108,2.289083498,0.282248164,0.001197742
3,Specimen_002,D10,D10,46,buv.496,55531,2.190051401,2.8007102,3.431871738,2.818876695,2.902838857,0.268479148,0.001139312
3,Specimen_002,D10,D10,46,fsc,55531,2.157517212,2.868973412,3.573674412,2.87179103,2.97688421,0.306621566,0.001301173
3,Specimen_002,D10,D10,46,pe,55531,1.512417535,2.112772501,2.707391293,2.103429964,2.173055751,0.25100464,0.001065158
3,Specimen_002,D10,D10,46,percp.cy5.5,55531,2.159115822,2.795880017,3.412544542,2.801890911,2.879874898,0.262169886,0.001112539
3,Specimen_002,D10,D10,46,ssc,55531,2.025305865,2.662049165,3.291757233,2.678228421,2.758559897,0.263788816,0.001119409
3,Specimen_002,D11,D11,47,alexa.fluor.488,31443,1.625826713,2.282168778,2.934750875,2.291478355,2.378141405,0.276634167,0.001560069
3,Specimen_002,D11,D11,47,apc,31443,1.506234359,2.208387609,2.93081663,2.209361879,2.307145258,0.295111291,0.00166427
3,Specimen_002,D11,D11,47,buv.496,31443,2.164323125,2.749991267,3.411353648,2.774224374,2.858961016,0.267355118,0.00150774
3,Specimen_002,D11,D11,47,fsc,31443,2.178286113,2.908463551,3.663727282,2.916693677,3.028536548,0.31533179,0.001778303
3,Specimen_002,D11,D11,47,pe,31443,1.477844465,2.1210343,2.766159911,2.114507576,2.19306458,0.266687394,0.001503975
3,Specimen_002,D11,D11,47,percp.cy5.5,31443,2.118925753,2.783188691,3.437512745,2.79516003,2.880125326,0.272660758,0.001537661
3,Specimen_002,D11,D11,47,ssc,31443,2.069112851,2.703935891,3.339898425,2.726900429,2.810207886,0.266871951,0.001505015
3,Specimen_002,D12,D12,48,alexa.fluor.488,34870,1.716003344,2.333447274,2.959756673,2.34535966,2.423851735,0.262261557,0.001404458
3,Specimen_002,D12,D12,48,apc,34870,1.571242875,2.240948425,2.954647675,2.243151504,2.334961745,0.285094486,0.001526732
3,Specimen_002,D12,D12,48,buv.496,34870,2.178545332,2.729496844,3.350059918,2.753942072,2.829688783,0.253187241,0.001355863
3,Specimen_002,D12,D12,48,fsc,34870,2.254209591,2.958640307,3.674857464,2.962547118,3.06523341,0.302533876,0.001620123
3,Specimen_002,D12,D12,48,pe,34870,1.554610293,2.165095875,2.786666261,2.160043758,2.232397561,0.255271948,0.001367027
3,Specimen_002,D12,D12,48,percp.cy5.5,34870,2.206150982,2.833306515,3.465605891,2.843465929,2.920889959,0.259886509,0.001391739
3,Specimen_002,D12,D12,48,ssc,34870,2.133538908,2.743313739,3.370651849,2.766850726,2.844141322,0.257063537,0.001376621
3,Specimen_002,D2,D02,38,alexa.fluor.488,38247,1.610127613,2.174641193,2.720985744,2.173960625,2.23629023,0.235573702,0.001204559
3,Specimen_002,D2,D02,38,apc,38247,1.722633916,2.326130975,2.930439595,2.322538729,2.394792357,0.253302804,0.001295213
3,Specimen_002,D2,D02,38,buv.496,38247,2.205664427,2.712784323,3.254100749,2.728990449,2.788790486,0.225782038,0.001154491
3,Specimen_002,D2,D02,38,fsc,38247,2.302504077,2.923968946,3.537491665,2.924123975,3.003491046,0.265689906,0.001358552
3,Specimen_002,D2,D02,38,pe,38247,1.645029063,2.200576918,2.741380097,2.195053951,2.252822869,0.228203555,0.001166873
3,Specimen_002,D2,D02,38,percp.cy5.5,38247,2.161368002,2.7355989,3.290090287,2.738825843,2.800880608,0.233787581,0.001195426
3,Specimen_002,D2,D02,38,ssc,38247,2.202079441,2.751471568,3.293252033,2.764904072,2.822901038,0.223799613,0.001144355
3,Specimen_002,D3,D03,39,alexa.fluor.488,16280,1.458637849,2.025305865,2.525692525,2.015286853,2.070409136,0.224054992,0.001756012
3,Specimen_002,D3,D03,39,apc,16280,1.544564109,2.183839028,2.771969448,2.172766347,2.245010791,0.255602635,0.002003264
3,Specimen_002,D3,D03,39,buv.496,16280,2.22494722,2.693981832,3.212163633,2.707104434,2.762389227,0.217268619,0.001702824
3,Specimen_002,D3,D03,39,fsc,16280,1.969229461,2.646638937,3.253735284,2.639095884,2.722641722,0.275192663,0.002156799
3,Specimen_002,D3,D03,39,pe,16280,1.477844465,2.053270549,2.559763039,2.031974996,2.089186825,0.230203612,0.001804201
3,Specimen_002,D3,D03,39,percp.cy5.5,16280,2.193820026,2.805670737,3.321028524,2.799007267,2.859694321,0.233993081,0.001833901
3,Specimen_002,D3,D03,39,ssc,16280,1.940765436,2.468716472,2.964377501,2.47340752,2.524278554,0.211089937,0.001654399
3,Specimen_002,D4,D04,40,alexa.fluor.488,15287,1.52179165,2.090786928,2.590507462,2.081203346,2.136609248,0.223788251,0.00180999
3,Specimen_002,D4,D04,40,apc,15287,1.596377139,2.242789832,2.836007459,2.233301288,2.305529749,0.255048289,0.00206282
3,Specimen_002,D4,D04,40,buv.496,15287,2.203468037,2.643472406,3.185918764,2.664312628,2.717890629,0.212015459,0.001714772
3,Specimen_002,D4,D04,40,fsc,15287,2.048130932,2.699143671,3.33824127,2.696780854,2.780653212,0.273630792,0.002213114
3,Specimen_002,D4,D04,40,pe,15287,1.523356193,2.123753673,2.647598109,2.10459701,2.163078886,0.232320575,0.001878999
3,Specimen_002,D4,D04,40,percp.cy5.5,15287,2.243038049,2.874771637,3.401443623,2.870510741,2.930332113,0.231781797,0.001874641
3,Specimen_002,D4,D04,40,ssc,15287,2.012837225,2.528595358,3.018804484,2.53938761,2.589419358,0.208326764,0.001684938
3,Specimen_002,D5,D05,41,alexa.fluor.488,25157,1.531478917,2.145351817,2.747994102,2.1480822,2.221315364,0.255081954,0.001608238
